# SGE Audit Database
# file_path	package	status	tested	last_audited	notes
CameraInputController.scala	graphics.g3d.utils	minor_issues	no	2026-03-19	"All 20+ fields, inner `CameraGestureListener` (static->companion), 2 constructors, `update`, `touchDown`, `touchUp`, `touchDragged`, `scrolled`, `zoom`, `pinchZoom`, `process`, `keyDown`, `keyUp`, `setInvertedControls` fully ported.; FIXME preserved: ""auto calculate this based on the target""; Uses `implicit val sge: Sge` (old Scala 2 style) instead of `using Sge` (Scala 3 convention). Should be updated for consistency."
DefaultRenderableSorter.scala	graphics.g3d.utils	pass	no	2026-03-19	"All methods (`sort`, `getTranslation`, `compare`/`compareRenderables`) fully ported.; FIXME preserved: ""implement better sorting algorithm"""
DefaultShaderProvider.scala	graphics.g3d.utils	pass	no	2026-03-19	All 4 constructors and `createShader` fully ported.
DefaultTextureBinder.scala	graphics.g3d.utils	pass	no	2026-03-19	"All constants (`ROUNDROBIN`, `LRU`, `MAX_GLES_UNITS`), 3 constructors, `begin`, `end`, `bind(TextureDescriptor)`, `bind(GLTexture)`, `getBindCount`, `getReuseCount`, `resetCounts`, private `bindTexture`, `bindTextureRoundRobin`, `bindTextureLRU`, static `getMaxTextureUnits` fully ported.; Java TODOs ""remove debug code"" on reuseCount/bindCount changed to descriptive comment"
DepthShaderProvider.scala	graphics.g3d.utils	pass	no	2026-03-19	All 4 constructors and `createShader` fully ported. Same pattern as DefaultShaderProvider.
FirstPersonCameraController.scala	graphics.g3d.utils	minor_issues	no	2026-03-19	All 6 key bindings, `keyDown`, `keyUp`, `touchDragged`, 2 `update` overloads, `setVelocity`, `setDegreesPerPixel` fully ported.; Uses `implicit sge: Sge` (old Scala 2 style) instead of `using Sge` (Scala 3 convention). Should be updated for consistency.
MeshBuilder.scala	graphics.g3d.utils	pass	no	2026-03-19	All 100+ methods fully ported including: 4 `begin` overloads, `endpart`, 2 `part` overloads, 2 `end` overloads, `clear`, getters (`getFloatsPerVertex`, `getNumVertices`, `getVertices`, `getNumIndices`, `getIndices`, `getAttributes`, `getMeshPart`, `getPrimitiveType`), setters (`setColor`, `setUVRange`, `setVertexTransform`, `setVertexTransformationEnabled`), `ensure*` methods, `vertex` overloads, `index` overloads, `line`/`triangle`/`rect` overloads, `addMesh` overloads, all deprecated shape delegates. Static `createAttributes`, `transformPosition`, `transformNormal`, constants `MAX_VERTICES`, `MAX_INDEX` in companion object.
MeshPartBuilder.scala	graphics.g3d.utils	pass	no	2026-03-19	"All 70+ method signatures ported. Inner `VertexInfo` class with all methods (`reset`, `set`, `setPos`, `setNor`, `setCol`, `setUV`, `lerp`). All deprecated shape methods (`patch`, `box`, `circle`, `ellipse`, `cylinder`, `cone`, `sphere`, `capsule`, `arrow`) preserved with `@deprecated` annotations.; Preserved: ""The following methods are deprecated and will be removed in a future release"""
ModelBuilder.scala	graphics.g3d.utils	pass	no	2026-03-19	All methods ported: `begin`, `end`, `endnode`, `node` (3 overloads), `manage`, `part` (5 overloads), `createBox` (2), `createRect` (2), `createCylinder` (4), `createCone` (4), `createSphere` (4), `createCapsule` (2), `createXYZCoordinates` (2), `createArrow` (2), `createLineGrid`. Static `rebuildReferences` (2 overloads) in companion object.; None (orphan `new Matrix4()` is cosmetic, does not affect behavior)
RenderContext.scala	graphics.g3d.utils	pass	no	2026-03-19	All 9 private state fields, `begin`, `end`, `setDepthMask`, 2 `setDepthTest` overloads, 2 `setBlending` overloads, `setCullFace` fully ported.
RenderableSorter.scala	graphics.g3d.utils	pass	no	2026-03-19	`sort(Camera, DynamicArray[Renderable])` fully ported.
ShaderProvider.scala	graphics.g3d.utils	pass	no	2026-03-19	`getShader(Renderable)` and `close()` (via `AutoCloseable`) fully ported.
ShapeCache.scala	graphics.g3d.utils	pass	no	2026-03-19	All methods (`begin()`, `begin(int)`, `end`, `getRenderables`, `getMaterial`, `getWorldTransform`, `close`) and 2 constructors fully ported.
TextureBinder.scala	graphics.g3d.utils	pass	no	2026-03-19	All 7 methods (`begin`, `end`, `bind(TextureDescriptor)`, `bind(GLTexture)`, `getBindCount`, `getReuseCount`, `resetCounts`) fully ported.
TextureDescriptor.scala	graphics.g3d.utils	pass	no	2026-03-19	"All 5 fields (`texture`, `minFilter`, `magFilter`, `uWrap`, `vWrap`), 3 constructors, 2 `set()` overloads, `equals`, `hashCode`, `compare` fully ported.; Original TODO preserved: ""add other values, see opengl.org/..."""
TextureProvider.scala	graphics.g3d.utils	pass	no	2026-03-19	Trait `TextureProvider` with `load(String)`, inner `FileTextureProvider` (2 constructors, `load`), inner `AssetTextureProvider` (constructor, `load`) fully ported.
Attribute.scala	graphics.g3d	pass	no	2026-03-19	
Attributes.scala	graphics.g3d	pass	no	2026-03-19	
Environment.scala	graphics.g3d	pass	no	2026-03-19	
Material.scala	graphics.g3d	pass	no	2026-03-19	
Model.scala	graphics.g3d	pass	no	2026-03-19	
ModelBatch.scala	graphics.g3d	pass	no	2026-03-19	
ModelCache.scala	graphics.g3d	pass	no	2026-03-19	
ModelInstance.scala	graphics.g3d	minor_issues	no	2026-03-19	
Renderable.scala	graphics.g3d	pass	no	2026-03-19	
RenderableProvider.scala	graphics.g3d	pass	no	2026-03-19	
Shader.scala	graphics.g3d	pass	no	2026-03-19	
CustomTexture3DData.scala	graphics.glutils	pass	no	2026-03-19	All public methods ported. `getPixels()`, `consume3DData()`, accessors all present.
ETC1.scala	graphics.glutils	pass	no	2026-03-19	All public methods/constants ported. `ETC1Data` inner class faithful. Native JNI calls replaced with `PlatformOps.etc1` delegation through `Array[Byte]` adapter helpers.
ETC1TextureData.scala	graphics.glutils	pass	no	2026-03-19	All TextureData interface methods ported. `consumeCustomData` fully implemented with ETC1 decode fallback and compressed texture upload via `glCompressedTexImage2D` / `glTexImage2D`, including `MipMapGenerator.generateMipMap` calls.
FacedCubemapData.scala	graphics.glutils	pass	no	2026-03-19	All constructors and public methods ported.; None — raw `null` → `Nullable` conversions for `Format` arguments fixed.
FileTextureArrayData.scala	graphics.glutils	pass	no	2026-03-19	All TextureArrayData interface methods ported. Both constructors present: FileHandle-based and `(Format, Boolean, TextureData[])`.; None — missing constructor added; `prepare()` guard (`if (!data.isPrepared())`) added.
FileTextureData.scala	graphics.glutils	pass	no	2026-03-19	All public methods ported. Constructor uses default params instead of single 4-arg constructor.
FloatFrameBuffer.scala	graphics.glutils	pass	no	2026-03-19	All constructors and `createTexture` override ported.
FloatTextureData.scala	graphics.glutils	pass	no	2026-03-19	All TextureData methods ported. Extra `getBuffer()` method present.; None — `prepare()` GL format check now correctly guarded by `GLVersion.Type == OpenGL` check matching Java behavior.
FrameBuffer.scala	graphics.glutils	pass	no	2026-03-19	All constructors and `createTexture` override ported. Companion `unbind()` present.
FrameBufferCubemap.scala	graphics.glutils	minor_issues	no	2026-03-19	All constructors, `createTexture`, `bind`, `nextSide`, `getSide` ported.
GLFrameBuffer.scala	graphics.glutils	pass	no	2026-03-19	All public methods ported including `begin`, `end`, `bind`, `close`, `transfer`, builder hierarchy. Inner types `FrameBufferTextureAttachmentSpec`, `FrameBufferRenderBufferAttachmentSpec`, `GLFrameBufferBuilder`, `FrameBufferBuilder`, `FloatFrameBufferBuilder`, `FrameBufferCubemapBuilder` all present.
GLOnlyTextureData.scala	graphics.glutils	pass	no	2026-03-19	All TextureData methods ported.; None -- `null` in `glTexImage2D` is correct Java interop for GPU-only allocation
GLVersion.scala	graphics.glutils	pass	no	2026-03-19	"All public methods and inner `Type` enum ported.; None — `NONE` case now correctly sets `vendorString`/`rendererString` to `""""`; logging in `extractVersion`/`parseInt` restored via `Sge().application.log(...)`."
HdpiMode.scala	graphics.glutils	pass	no	2026-03-19	Both enum values `Logical` and `Pixels` ported.
HdpiUtils.scala	graphics.glutils	pass	no	2026-03-19	All 7 static methods ported as object methods.
ImmediateModeRenderer.scala	graphics.glutils	pass	no	2026-03-19	All 12 interface methods ported 1:1 as trait methods.
ImmediateModeRenderer20.scala	graphics.glutils	pass	no	2026-03-19	All public methods ported. Companion `createDefaultShader`, `createVertexShader`, `createFragmentShader` all present.
IndexArray.scala	graphics.glutils	pass	no	2026-03-19	All IndexData methods ported 1:1.
IndexBufferObject.scala	graphics.glutils	pass	no	2026-03-19	All 3 constructors and all IndexData methods ported.
IndexBufferObjectSubData.scala	graphics.glutils	minor_issues	no	2026-03-19	All IndexData methods ported. Both constructors present.
IndexData.scala	graphics.glutils	pass	no	2026-03-19	All 9 interface methods ported 1:1.
InstanceBufferObject.scala	graphics.glutils	pass	no	2026-03-19	All InstanceData methods ported. Bind/unbind handle instanced attribute divisors correctly.; None -- the `implicit` vs `using` difference is cosmetic
InstanceBufferObjectSubData.scala	graphics.glutils	pass	no	2026-03-19	All InstanceData methods ported. `getBufferHandle()` accessor present.
InstanceData.scala	graphics.glutils	pass	no	2026-03-19	All 12 interface methods ported 1:1.
KTXTextureData.scala	graphics.glutils	minor_issues	no	2026-03-19	All public methods ported: `prepare`, `consumeCustomData`, `consumeCubemapData`, `disposePreparedData`, `getData`, accessors.
MipMapGenerator.scala	graphics.glutils	pass	no	2026-03-19	All methods fully implemented: `generateMipMap(target, pixmap, w, h)`, `generateMipMap(pixmap, w, h)` (2-arg overload), `generateMipMapCPU`, `generateMipMapGLES20`, `generateMipMapDesktop`, `setUseHardwareMipMap`, and `useHWMipMap` field.
MipMapTextureData.scala	graphics.glutils	minor_issues	no	2026-03-19	All TextureData methods ported.
PixmapTextureData.scala	graphics.glutils	pass	no	2026-03-19	All TextureData methods ported. Both constructors present with Nullable format handling.
ShaderProgram.scala	graphics.glutils	pass	no	2026-03-19	All public methods present. All uniform setter methods (1i through 4i, 1f through 4f, vectors, colors, matrices), integer array uniform setters (`setUniform1iv`, `setUniform2iv`, `setUniform3iv`, `setUniform4iv`), vertex attribute methods, bind/dispose, managed shader tracking. `begin()`/`end()` aliases present.; None — missing `setUniform*iv` methods and `begin()`/`end()` aliases added.
ShapeRenderer.scala	graphics.glutils	pass	no	2026-03-19	All public methods verified present. Original audit reported ~25+ missing overloads but this was a false positive — all drawing methods (point, curve, triangle, rect, rectLine, box, x, arc, ellipse, cone, polygon, polyline, flush, getCurrentType, etc.) are implemented.
VertexArray.scala	graphics.glutils	pass	no	2026-03-19	All VertexData methods ported 1:1 including bind/unbind with location arrays.
VertexBufferObject.scala	graphics.glutils	pass	no	2026-03-19	All VertexData methods ported. Both constructors (VertexAttribute varargs and VertexAttributes) present.
VertexBufferObjectSubData.scala	graphics.glutils	pass	no	2026-03-19	All VertexData methods ported. `getBufferHandle()` extra accessor present.
VertexBufferObjectWithVAO.scala	graphics.glutils	pass	no	2026-03-19	All VertexData methods ported. VAO caching logic present. All 3 constructors (varargs, VertexAttributes, unmanaged ByteBuffer) present.
VertexData.scala	graphics.glutils	pass	no	2026-03-19	All 11 interface methods ported 1:1.
GL20Interceptor.scala	graphics.profiling	pass	no	2026-03-19	All 142 GL20 methods faithfully ported 1:1.
GL30Interceptor.scala	graphics.profiling	pass	no	2026-03-19	All GL20 + GL30-specific methods faithfully ported 1:1.
GL31Interceptor.scala	graphics.profiling	pass	no	2026-03-19	All 55 GL31-specific methods faithfully ported 1:1.
GL32Interceptor.scala	graphics.profiling	minor_issues	no	2026-03-19	All 38 GL32-specific methods faithfully ported.
GLErrorListener.scala	graphics.profiling	pass	no	2026-03-19	Both `LOGGING_LISTENER` and `THROWING_LISTENER` implemented.
GLInterceptor.scala	graphics.profiling	pass	no	2026-03-19	All fields, getters, `reset()`, and `resolveErrorNumber()` present. Added abstract `protected def check()`.; None — Java-style getters converted to public vars.
GLProfiler.scala	graphics.profiling	pass	no	2026-03-19	Structure matches Java. Constructor, enable/disable, listener, metric accessors, reset all present. `enable()`/`disable()` fully implemented using `Graphics.setGL20/30/31/32()`.; None — all previously blocked TODOs resolved: GL detection uses Graphics API, enable/disable use setGL*, Gdx globals replaced by `Sge()` delegation
Camera.scala	graphics	pass	no	2026-03-19	
Color.scala	graphics	pass	no	2026-03-19	
Colors.scala	graphics	pass	no	2026-03-19	
Cubemap.scala	graphics	pass	no	2026-03-19	
CubemapData.scala	graphics	pass	no	2026-03-19	
Cursor.scala	graphics	pass	no	2026-03-19	
FPSLogger.scala	graphics	pass	no	2026-03-19	
GL20.scala	graphics	pass	no	2026-03-19	
GL30.scala	graphics	pass	no	2026-03-19	
GL31.scala	graphics	pass	no	2026-03-19	
GL32.scala	graphics	pass	no	2026-03-19	
GLHandle.scala	graphics	pass	no	2026-03-19	
GLTexture.scala	graphics	pass	no	2026-03-19	
Mesh.scala	graphics	pass	no	2026-03-19	
OrthographicCamera.scala	graphics	pass	no	2026-03-19	
PerspectiveCamera.scala	graphics	pass	no	2026-03-19	
Pixmap.scala	graphics	pass	no	2026-03-19	
PixmapIO.scala	graphics	pass	no	2026-03-19	
Texture.scala	graphics	pass	no	2026-03-19	
Texture3D.scala	graphics	pass	no	2026-03-19	
Texture3DData.scala	graphics	pass	no	2026-03-19	
TextureArray.scala	graphics	pass	no	2026-03-19	
TextureArrayData.scala	graphics	pass	no	2026-03-19	
TextureData.scala	graphics	pass	no	2026-03-19	
VertexAttribute.scala	graphics	pass	no	2026-03-19	
VertexAttributes.scala	graphics	pass	no	2026-03-19	
GestureDetector.scala	input	pass	no	2026-03-19	
NativeInputConfiguration.scala	input	pass	no	2026-03-19	
RemoteInput.scala	input	pass	no	2026-03-19	
RemoteSender.scala	input	pass	no	2026-03-19	
TextInputWrapper.scala	input	pass	no	2026-03-19	
CircleMapObject.scala	maps.objects	pass	no	2026-03-19	2 constructors + `val circle` — 1:1 match.
EllipseMapObject.scala	maps.objects	pass	no	2026-03-19	2 constructors + `val ellipse` — 1:1 match.
PointMapObject.scala	maps.objects	pass	no	2026-03-19	2 constructors + `val point` — 1:1 match.
PolygonMapObject.scala	maps.objects	pass	no	2026-03-19	3 constructors + `var polygon` — 1:1 match.
PolylineMapObject.scala	maps.objects	pass	no	2026-03-19	3 constructors + `var polyline` — 1:1 match.
RectangleMapObject.scala	maps.objects	pass	no	2026-03-19	2 constructors + `val rectangle` — 1:1 match.
TextMapObject.scala	maps.objects	pass	no	2026-03-19	2 constructors, 12 public vars, `val rectangle` — all ported.
TextureMapObject.scala	maps.objects	pass	no	2026-03-19	2 constructors, 8 public vars — all ported.
TiledMapTileMapObject.scala	maps.tiled.objects	pass	no	2026-03-19	1 constructor, 3 public vars (tile, flipHorizontally, flipVertically) — all match Java 1:1.
BatchTiledMapRenderer.scala	maps.tiled.renderers	pass	no	2026-03-19	Abstract class with 4 constructors, 16 methods (setView x2, render x2, renderMapLayer, renderObjects, renderObject, renderImageLayer, getImageLayerColor, getTileLayerColor, beginRender, endRender, close, getMap, setMap, getUnitScale, getBatch, getViewBounds), 7 fields, 1 companion constant (NUM_VERTICES) -- all match Java 1:1.
HexagonalTiledMapRenderer.scala	maps.tiled.renderers	pass	no	2026-03-19	4 constructors, 3 public vars (staggerAxisX, staggerIndexEven, hexSideLength), initHex(), renderTileLayer() (staggerAxisX and Y branches), private renderCell(), renderImageLayer() (hex Y-offset) -- all match Java 1:1.
IsometricStaggeredTiledMapRenderer.scala	maps.tiled.renderers	pass	no	2026-03-19	4 constructors, renderTileLayer(), renderImageLayer() -- all match Java 1:1. Includes halfTileWidth X-offset logic in renderImageLayer (matching Java).
IsometricTiledMapRenderer.scala	maps.tiled.renderers	pass	no	2026-03-19	4 constructors, 6 private fields, init(), translateScreenToIso(), renderTileLayer(), renderImageLayer() + private renderRepeatedImage() helper -- all match Java 1:1. The renderRepeatedImage helper was extracted from inline code in the Java renderImageLayer repeating branch (same logic).
OrthoCachedTiledMapRenderer.scala	maps.tiled.renderers	pass	no	2026-03-19	3 constructors, 15 protected fields, setView() x2, render() x2, renderObjects(), renderObject(), renderTileLayer(), renderImageLayer(), invalidateCache(), isCached(), setOverCache(), setMaxTileSize(), setBlending(), getSpriteCache(), close(), companion object with tolerance + NUM_VERTICES -- all match Java 1:1.
OrthogonalTiledMapRenderer.scala	maps.tiled.renderers	pass	no	2026-03-19	4 constructors + renderTileLayer override -- matches Java 1:1. Does not override renderImageLayer (inherits from BatchTiledMapRenderer, matching Java).
AnimatedTiledMapTile.scala	maps.tiled.tiles	pass	no	2026-03-19	Private primary constructor + 2 public auxiliary constructors, 6 fields (id, blendMode, properties, objects, frameTiles, animationIntervals, loopDuration), 18 methods (getId, setId, getBlendMode, setBlendMode, getCurrentFrameIndex, getCurrentFrame, getTextureRegion, setTextureRegion, getOffsetX, setOffsetX, getOffsetY, setOffsetY, getAnimationIntervals, setAnimationIntervals, getProperties, getObjects, getFrameTiles + companion updateAnimationBaseTime) -- all match Java 1:1.
StaticTiledMapTile.scala	maps.tiled.tiles	pass	no	2026-03-19	2 constructors (primary TextureRegion + copy constructor), 7 fields (id, blendMode, properties, objects, textureRegion, offsetX, offsetY), 14 accessor methods (get/set for all TiledMapTile interface methods) -- all match Java 1:1.
AtlasTmjMapLoader.scala	maps.tiled	pass	no	2026-03-19	All methods match Java 1:1: load(String), load(String, Parameters), loadAsync, loadSync, getDependencyAssetDescriptors, addStaticTiles, getAtlasFileHandle, setTextureFilters. Companion object: AtlasResolver trait, DirectAtlasResolver, AssetManagerAtlasResolver, parseRegionName -- all match.
AtlasTmxMapLoader.scala	maps.tiled	pass	no	2026-03-19	All methods match Java 1:1: load(String), load(String, Parameters), loadAsync, loadSync, getDependencyAssetDescriptors, addStaticTiles, getAtlasFileHandle, setTextureFilters. Companion object: AtlasResolver trait, DirectAtlasResolver, AssetManagerAtlasResolver -- all match.
BaseTiledMapLoader.scala	maps.tiled	pass	no	2026-03-19	All public/protected methods (getDependencyAssetDescriptors, loadTiledMap, getIdToObject, castProperty, createTileLayerCell, addStaticTiledMapTile, loadObjectProperty, loadBasicProperty, loadProjectFile, loadJsonClassProperties, tiledColorToLibGDXColor, loadMapPropertiesClassDefaults), companion object statics (FLAG_FLIP_*, MASK_CLEAR, unsignedByteToInt, getRelativeFileHandle, tiledColorToLibGDXColor), and inner types (Parameters, ProjectClassMember) all present.; None (loadProjectFile bug fixed in prior commit; misplaced Javadoc is cosmetic)
BaseTmjMapLoader.scala	maps.tiled	pass	no	2026-03-19	All methods match Java 1:1: loadTiledMap, loadLayer, loadLayerGroup, loadTileLayer, loadObjectGroup, loadImageLayer, loadBasicLayerInfo, loadObject (3 overloads), resolveTemplateObject, mergeJsonObject, cloneElementShallow, mergeJsonProperties, mergeParentElementWithTemplate, loadProperties, loadTileSet, addStaticTiles (abstract), addTileProperties, addTileObjectGroup, createAnimatedTile, deepCopyJsonValue. Companion object getTileIds.
BaseTmxMapLoader.scala	maps.tiled	pass	no	2026-03-19	All methods match Java 1:1: loadTiledMap, loadLayer, loadLayerGroup, loadTileLayer, loadObjectGroup, loadImageLayer, loadBasicLayerInfo, loadObject (3 overloads), resolveTemplateObject, cloneElementShallow, mergeProperties, mergeParentElementWithTemplate, loadProperties, loadClassProperties, getPropertyByName, loadTileSet, addStaticTiles (abstract), addTileProperties, addTileObjectGroup, createAnimatedTile. Companion object getTileIds.; None -- the null usages are documented with `// scalastyle:ignore` comments and are at Java interop boundaries.
TideMapLoader.scala	maps.tiled	minor_issues	no	2026-03-19	All methods present: load(String), load(AssetManager,...), getDependencies, loadMap, loadTileSheets, loadTileSheet, loadLayer, loadProperties, getRelativeFileHandle. Inner Parameters class present.
TiledMap.scala	maps.tiled	pass	no	2026-03-19	All 3 methods (getTileSets, setOwnedResources, close/dispose) match Java 1:1.
TiledMapImageLayer.scala	maps.tiled	pass	no	2026-03-19	Constructor with 5 public vars (region, x, y, repeatX, repeatY), private checkTransparencySupport/formatHasAlpha helpers, supportsTransparency method -- all match Java 1:1.
TiledMapLoader.scala	maps.tiled	pass	no	2026-03-19	All methods match Java 1:1: load(String), load(String, Parameters), getDependencies, loadAsync, loadSync, usesAtlas. All 6 private loader/reader fields match.
TiledMapRenderer.scala	maps.tiled	pass	no	2026-03-19	All 4 interface methods (renderObjects, renderObject, renderTileLayer, renderImageLayer) match Java 1:1.
TiledMapTile.scala	maps.tiled	pass	no	2026-03-19	All 12 interface methods (getId, setId, getBlendMode, setBlendMode, getTextureRegion, setTextureRegion, getOffsetX, setOffsetX, getOffsetY, setOffsetY, getProperties, getObjects) match Java 1:1. Inner BlendMode enum with NONE and ALPHA cases matches.
TiledMapTileLayer.scala	maps.tiled	pass	no	2026-03-19	Constructor parameters, cells array, getWidth/getHeight/getTileWidth/getTileHeight/getCell/setCell all match Java 1:1. Inner Cell class: 4 public vars (tile, flipHorizontally, flipVertically, rotation), 4 rotation constants (ROTATE_0/90/180/270) -- all match.
TiledMapTileSet.scala	maps.tiled	pass	no	2026-03-19	All methods match Java 1:1: var name, val properties, getTile, iterator, putTile, removeTile, size.
TiledMapTileSets.scala	maps.tiled	pass	no	2026-03-19	All 7 methods (getTileSet(int), getTileSet(String), addTileSet, removeTileSet(int), removeTileSet(TiledMapTileSet), getTile, iterator) match Java 1:1.
TmjMapLoader.scala	maps.tiled	pass	no	2026-03-19	All methods match Java 1:1: load(String), load(String, Parameters), loadAsync, loadSync, getDependencyAssetDescriptors, getDependencyFileHandles, collectImageLayerFileHandles, getTileSetDependencyFileHandle (2 overloads), addStaticTiles.
TmxMapLoader.scala	maps.tiled	pass	no	2026-03-19	All methods match Java 1:1: load(String), load(String, Parameters), loadAsync, loadSync, getDependencyAssetDescriptors, getDependencyFileHandles, getTileSetDependencyFileHandle (2 overloads), addStaticTiles.
ImageResolver.scala	maps	pass	no	2026-03-19	1 trait + 3 companion object classes (DirectImageResolver, AssetManagerImageResolver, TextureAtlasImageResolver) -- 1:1 match.
Map.scala	maps	pass	no	2026-03-19	2 fields + `close()` -- 1:1 match.
MapGroupLayer.scala	maps	pass	no	2026-03-19	1 field + `getLayers()` + `invalidateRenderOffset()` override -- 1:1 match.
MapLayer.scala	maps	pass	no	2026-03-19	14 fields, 14 public methods, 1 protected method -- all ported.
MapLayers.scala	maps	pass	no	2026-03-19	11 methods + iterator -- all ported.
MapObject.scala	maps	pass	no	2026-03-19	5 fields -- 1:1 match.
MapObjects.scala	maps	pass	no	2026-03-19	10 methods + iterator -- all ported.
MapProperties.scala	maps	pass	no	2026-03-19	11 methods + equals/hashCode/toString -- all ported.; None (raw null in `get(key)` is intentional Java-interop boundary, documented in code)
MapRenderer.scala	maps	pass	no	2026-03-19	4 abstract methods (setView x2, render x2) -- 1:1 match.
BoundingBox.scala	math.collision	pass	yes	2026-03-19	All Java public methods present including `contains(OrientedBoundingBox)`.
OrientedBoundingBox.scala	math.collision	pass	yes	2026-03-19	All Java public methods present (getVertices, getBounds, setBounds, getTransform, setTransform, set, getCorner000-111, contains x3, intersects x2, mul).; None — axes bug fixed (now extracts matrix columns like Java); order of operations matches Java
Ray.scala	math.collision	pass	yes	2026-03-19	All Java public methods present (cpy, getEndPoint, mul, set x3, toString, equals, hashCode).; None — constructor copy semantics fixed; 3-arg secondary constructor (with normalize flag) is an intentional SGE addition
Segment.scala	math.collision	pass	no	2026-03-19	All Java public methods present (len, len2, equals, hashCode).; None — constructor stores refs (acceptable for simple value holder)
Sphere.scala	math.collision	pass	no	2026-03-19	All Java public methods present (overlaps, hashCode, equals, volume, surfaceArea).; None — constructor copy semantics fixed; secondary constructor `(centerX, centerY, centerZ, radius)` is an intentional SGE addition
Affine2.scala	math	pass	no	2026-03-19	
BSpline.scala	math	pass	no	2026-03-19	
Bezier.scala	math	pass	no	2026-03-19	
Bresenham2.scala	math	pass	no	2026-03-19	
CatmullRomSpline.scala	math	pass	no	2026-03-19	
Circle.scala	math	pass	no	2026-03-19	
ConvexHull.scala	math	pass	no	2026-03-19	
CumulativeDistribution.scala	math	pass	no	2026-03-19	
DelaunayTriangulator.scala	math	pass	no	2026-03-19	
EarClippingTriangulator.scala	math	pass	no	2026-03-19	
Ellipse.scala	math	pass	no	2026-03-19	
FloatCounter.scala	math	pass	no	2026-03-19	
Frustum.scala	math	pass	no	2026-03-19	
GeometryUtils.scala	math	pass	no	2026-03-19	
GridPoints.scala	math	pass	no	2026-03-19	
Interpolation.scala	math	pass	no	2026-03-19	
Intersector.scala	math	pass	no	2026-03-19	
MathUtils.scala	math	pass	no	2026-03-19	
Matrices.scala	math	pass	no	2026-03-19	
Octree.scala	math	pass	no	2026-03-19	
Path.scala	math	pass	no	2026-03-19	
Plane.scala	math	pass	no	2026-03-19	
Polygon.scala	math	pass	no	2026-03-19	
Polyline.scala	math	pass	no	2026-03-19	
Quaternion.scala	math	pass	no	2026-03-19	
RandomXS128.scala	math	pass	no	2026-03-19	
Rectangle.scala	math	pass	no	2026-03-19	
Shape2D.scala	math	pass	no	2026-03-19	
Vectors.scala	math	pass	no	2026-03-19	
WindowedMean.scala	math	pass	no	2026-03-19	
HttpBackendFactory.scala	net	pass	no	2026-03-19	
HttpBackendFactoryImpl.scala	net	pass	no	2026-03-19	
HttpParametersUtils.scala	net	pass	no	2026-03-19	
HttpRequestHeader.scala	net	pass	no	2026-03-19	
HttpResponseHeader.scala	net	pass	no	2026-03-19	
HttpStatus.scala	net	pass	no	2026-03-19	
NetJavaServerSocketImpl.scala	net	pass	no	2026-03-19	
NetJavaSocketImpl.scala	net	pass	no	2026-03-19	
ServerSocket.scala	net	pass	no	2026-03-19	
ServerSocketHints.scala	net	pass	no	2026-03-19	
SgeHttpClient.scala	net	pass	no	2026-03-19	
SgeHttpRequest.scala	net	pass	no	2026-03-19	
SgeHttpResponse.scala	net	pass	no	2026-03-19	
Socket.scala	net	pass	no	2026-03-19	
SocketHints.scala	net	pass	no	2026-03-19	
NoopAudio.scala	noop	pass	yes	2026-03-19	All 6 Audio interface methods implemented.
NoopAudioDevice.scala	noop	pass	yes	2026-03-19	All 7 AudioDevice interface methods implemented.
NoopAudioRecorder.scala	noop	pass	yes	2026-03-19	All 2 AudioRecorder interface methods implemented.
NoopGraphics.scala	noop	minor_issues	yes	2026-03-19	All 38 Graphics interface methods implemented. `incrementFrameId()` merged into `updateTime()`. `getTargetRenderInterval()` omitted (backend-specific).
NoopInput.scala	noop	pass	yes	2026-03-19	All 37 Input interface methods implemented.
NoopMusic.scala	noop	pass	yes	2026-03-19	All 13 Music interface methods implemented.
NoopSound.scala	noop	pass	yes	2026-03-19	All 16 Sound interface methods implemented.
PlatformOps.scala	platform.native	pass	yes	2026-03-19	Wires `BufferOpsNative` + `ETC1OpsNative` into `PlatformOps` object.
BufferOpsBridge.java	platform	pass	yes	2026-03-19	JNI native method declarations for Rust buffer ops library.
BufferOpsJs.scala	platform	pass	yes	2026-03-19	Pure Scala fallback for JS — memory, copy, transform, find operations.
BufferOpsJvm.scala	platform	pass	yes	2026-03-19	JVM implementation delegating to BufferOpsBridge (Rust JNI).
BufferOpsNative.scala	platform	pass	yes	2026-03-19	Scala Native @extern bindings to Rust C ABI for buffer ops.
ETC1Bridge.java	platform	pass	yes	2026-03-19	JNI native method declarations for Rust ETC1 codec library.
ETC1Ops.scala	platform	pass	yes	2026-03-19	Shared trait defining ETC1 encode/decode and PKM header operations.
ETC1OpsJs.scala	platform	pass	yes	2026-03-19	Pure Scala ETC1 codec for JS — faithful port of etc1_utils.cpp.
ETC1OpsJvm.scala	platform	pass	yes	2026-03-19	JVM implementation delegating to ETC1Bridge (Rust JNI).
ETC1OpsNative.scala	platform	pass	yes	2026-03-19	Scala Native @extern bindings to Rust C ABI for ETC1 codec.
